#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2024ko Hasierako kreditua,2024ko Behin-betiko kreditua,O
1133,2317,12100,,Funtzionarioen ordainsari osagarriak,4693249,4693249,3536244.31
1133,2317,14100,,Bestelako langileak,2575070,2575070,3493372.44
1133,2317,16000,,"Gizarte Segurantza, enpresaren kontura",3717300,3717300,3273305.75
1133,2317,16500,,"Elkarkidetzako kuotak, Udalaren kontura",131741,131741,99754.34
1133,2317,22699,,Bestelako hainbat gastu,0,2950,1495.86
1133,2317,62400,,Programa bizikletaz adinik gabe,0,8050,8036.82
1133,2327,22701,,Zaurgarritasun-jantokien sarea handitzea,500000,500000,0
1145,2315,48138,,Hitzarmena: Elikagaien Bankua,29000,29000,23200
1145,2315,48138,R,Hitzarmena: Elikagaien Bankua,0,10140,9619.7
1145,2315,48157,,Vicente Abreu elkarte federazioa,34674.72,34674.72,26005.79
1145,2321,22786,,Janari-garraioa,210108.48,210108.48,64202.8
1145,2321,22786,R,Janari-garraioa,0,28132.13,18210.34
1145,2321,22797,,Etxez etxeko laguntza zerbitzua,18489365.04,18489365.04,11707675.45
1145,2321,22797,R,Etxez etxeko laguntza zerbitzua,0,70532.85,70532.85
1145,2321,48000,,Gizarte-larrialdiko laguntzak,5305000,5654698.84,5576767.73
1145,2321,48003,,Gizarte laguntzak,4143526.26,4143526.26,1586300.88
1145,2321,48004,,Bizitegi-larrialdietarako funtsa - kaleratzeak,100000,100000,139082
1145,2321,48067,,Energia-gastuetarako laguntzak,40000,40000,5718.9
1145,2321,48154,,Gurutze Gorria - Adinekoei laguntzea,77500,77500,0
1145,2321,48154,R,Gurutze Gorria - Adinekoei laguntzea,0,19375,19375
1145,2321,48977,,Hitzarmena: Save the Children,12427,12427,9941.6
1145,2321,48977,R,Hitzarmena: Save the Children,0,2344.8,2344.8
1145,2322,22115,,Berariazko material teknikoa,37570,37570,18069.91
1145,2322,22619,,Kaleko heziketa,1211292,1211292,706587
1145,2322,22746,,Oinarrizko Gizarte Zerbitzuak zaintzea,482758.26,482758.26,290128.14
1145,2322,22746,R,Oinarrizko Gizarte Zerbitzuak zaintzea,0,3872.81,3872.81
1145,2322,22759,,Lantegietako irakasleak,301000,301000,119818.3
1145,2322,22759,R,Lantegietako irakasleak,0,72277.45,72277.45
1145,2322,22799,,Gizarte eta hezkuntza alorretan esku hartzeko zerbitzuaren kontratuak,1378428.35,1378428.35,312245.41
1145,2328,12000,,Funtzionarioen oinarrizko ordainsariak,1191725.01,1191725.01,863721.5
1145,2328,12100,,Funtzionarioen ordainsari osagarriak,1408023,1408023,1088603.5
1145,2328,14100,,Bestelako langileak,2023823,2023823,1612851.19
1145,2328,16000,,"Gizarte Segurantza, enpresaren kontura",1468554,1468554,1161127.15
1145,2328,16500,,"Elkarkidetzako kuotak, Udalaren kontura",57997,57997,48456.21
1310,9313,12000,,Funtzionarioen oinarrizko ordainsariak,158693.74,158693.74,110965.29
1310,9313,12100,,Funtzionarioen ordainsari osagarriak,240393,240393,171636.49
1310,9313,14100,,Bestelako langileak,14317,14317,12943.49
1310,9313,16000,,"Gizarte Segurantza, enpresaren kontura",99389,99389,77262.4
1310,9313,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6340,6340,5152.9
1509,1701,11000,,Kabineteko behin-behineko langileen ordainsariak,60954,60954,0
1509,1701,12000,,Funtzionarioen oinarrizko ordainsariak,7947.34,7947.34,0
1509,1701,12100,,Funtzionarioen ordainsari osagarriak,25871,25871,0
1509,1701,16000,,"Gizarte Segurantza, enpresaren kontura",14740,14740,0
1509,1701,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1662,1662,0
1510,1341,62314,R,"EU-Turistentzako mailegu-zerbitzua (PSTD, II. fasea)",0,150000,0
1510,1701,11000,,Kabineteko behin-behineko langileen ordainsariak,60954,60954,56148.52
1510,1701,12000,,Funtzionarioen oinarrizko ordainsariak,7947.34,7947.34,21481.55
1510,1701,12100,,Funtzionarioen ordainsari osagarriak,25871,25871,44042.51
1510,1701,14100,,Bestelako langileak,0,0,32495.79
1510,1701,16000,,"Gizarte Segurantza, enpresaren kontura",14740,14740,35646.81
1510,1701,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1662,1662,1187.3
1510,1701,22004,,Kartografia eta proiektuak editatu eta erreproduzitzea,1000,1000,0
1510,1701,22205,,"Bilerak, hitzaldiak eta biltzarrak",4000,4000,300
1510,1701,22206,,Kanpo-ekintzak eta nazioarteko lankidetzak,3000,3000,3000
1510,1701,22603,,"Komunikazioa, itzulpena eta publizitatea",50000,50000,3089.7
1510,1701,48101,,Hitzarmena: Mobility Lab,0,300000,150000
1510,1701,62630,,Software-lizentziak,38000,38000,0
1510,1701,78101,,Mobility Lab Fundazioa,300000,0,0
1514,1701,12000,,Funtzionarioen oinarrizko ordainsariak,236430.8,236430.8,164272.87
1514,1701,12100,,Funtzionarioen ordainsari osagarriak,303406,303406,229161.27
1514,1701,14100,,Bestelako langileak,84445,84445,130713.58
1514,1701,16000,,"Gizarte Segurantza, enpresaren kontura",187979,187979,163519.7
1514,1701,16500,,"Elkarkidetzako kuotak, Udalaren kontura",12084,12084,9377.38
152002,1331,60195,,Trafiko-segurtasuneko elementuak hobetzea,90000,90000,0
152002,1515,60125,,PIIE- Berrurbanizazioa eta elektromugikortasuna Zaramagan,2087731.82,2087851.68,0
152002,1533,20302,,Bizikelten eta mugikortasun pertsonaleko ibilgailuen mailegu sistema,300000,300000,0
152002,1533,60102,R,Irisgarritasuna hobetzea,0,58714.68,58654.36
152002,1533,60116,,Eraberritze eta asfaltatze integralak,800000,800000,154704.97
152002,1533,60116,R,Eraberritze eta asfaltatze integralak,0,567754.78,535509.6
152002,1533,60117,,Haur-jolasen erreforma integralak,400000,400000,0
152002,1533,60117,R,Haur-jolasen erreforma integralak,0,164512.93,0
152002,1533,60118,A,EU-Aldabe inguruan irisgarritasuna hobetzea eta ingurua oinezkoentzako bihurtzea,0,353410.95,135608.62
152002,1533,60119,,304/2022 epaia,0,68676.58,0
152002,1533,60129,R,Txirrindularien sare nagusia,0,188728.03,150128.98
152002,1533,60131,,EU-Bizikleta-sarearen luzapena,0,95561.32,0
152002,1533,60131,A,EU-Bizikleta-sarearen luzapena,0,1764716.27,883763.95
152002,1533,60169,A,EU-Mugikortasun elektrikoko zentroa handitzea,0,53633.25,40656
152002,1533,60171,,Bizikletak aparkatzekoak eta bizikletentzako lonjak,75000,75000,0
152002,1533,60171,A,Bizikletak aparkatzekoak eta bizikletentzako lonjak,0,26953.68,0
152002,1533,60171,R,Bizikletak aparkatzekoak eta bizikletentzako lonjak,0,74998.06,74998.06
152002,1533,60172,,EU-Bizikleta-aparkaleku seguruen sarea,0,1345.52,0
152002,1533,60172,A,EU-Bizikleta-aparkaleku seguruen sarea,0,153000,153000
152002,1533,60172,R,EU-Bizikleta-aparkaleku seguruen sarea,0,29760.54,28276.07
152002,1533,60191,A,EU-Erdi Aroko hiriguneko eta Zabalguneko kaleak edertzea,0,92591.66,92574.98
152002,1533,60195,,Eu-Ibilgailuen norabide-seinaleak,0,63877.1,0
152002,1533,60198,,Espazio publikoko inbertsioen gida-plana,3775000,3461838.45,70205.43
152002,1533,60198,A,Espazio publikoko inbertsioen gida-plana,0,20.69,0
152002,1533,60198,R,Espazio publikoko inbertsioen gida-plana,0,1306597.34,516762.9
152002,1533,60199,A,EU-Herrandarren kalea eraberritzea,0,7291480.07,2763204.68
152002,1533,60199,R,EU-Herrandarren kalea eraberritzea,0,1578457.84,0
152002,1533,60201,,Erdi Aroko etxarteak berritu eta birgaitzea,50000,50000,520.91
152002,1533,60201,R,Erdi Aroko etxarteak berritu eta birgaitzea,0,48158.13,48158.07
152002,1533,60204,,EU-Etxarteak baliabide turistiko gisa hobetzea,0,5809.6,0
152002,1533,60299,,Eu-errehabilitazioa lamiak hodia pstd (II. fasea),0,213197.35,0
152002,1533,60506,A,Ariznabarreko aparkalekua,0,670.15,0
152002,1533,60907,,Vitoria-Gasteiz Green Mobility Next,70000,70000,0
152002,1533,60922,,Bizikleta-gordailua,60000,60000,0
152002,1533,61121,,"Oroimenerako Zentroaren ingurua, bigarren eta hirugarren faseak",0,161878.28,161878.28
152002,1533,62704,A,EU-Azken miliako banaketa jasangarrirako gune mikrologistikoa,0,839518.38,0
152002,1533,64304,,"Ordainsariak, azterlanak eta proiektuak",30000,30000,2783
152002,1533,64517,,EU-Hirigunea biziberritzeko Bost Enparantza plana,0,44746.86,44746.86
152002,1533,64517,R,EU-Hirigunea biziberritzeko Bost Enparantza plana,0,156727.74,156727.74
152002,1534,12000,,Funtzionarioen oinarrizko ordainsariak,1165104.42,1165104.42,835275.18
152002,1534,12100,,Funtzionarioen ordainsari osagarriak,1657312,1657312,1288147.55
152002,1534,14100,,Bestelako langileak,554715,554715,682867.6
152002,1534,16000,,"Gizarte Segurantza, enpresaren kontura",1230344,1230344,1063801.08
152002,1534,16500,,"Elkarkidetzako kuotak, Udalaren kontura",50160,50160,40545.82
152002,1534,20200,,Makineria eta instalazioak alokatzea,80000,80000,55358.16
152002,1534,21002,,Inbertsioak: BJT,1644533.82,1644533.82,718964.95
152002,1534,21002,R,Inbertsioak: BJT,0,72544.64,71071.65
152002,1534,21004,,Bide publikoko jarduketa subsidiarioak,12000,12000,10114.72
152002,1534,21008,,Berehala jarduteko taldeak (haur jolasak),250000,250000,105035.89
152002,1534,21008,R,Berehala jarduteko taldeak (haur jolasak),0,23688.86,23688.86
152002,1534,21060,,Bide publikoak eta zoladura zaintzea,475000,475000,436601.61
152002,1534,21060,R,Bide publikoak eta zoladura zaintzea,0,62363.01,51287.03
152002,1534,21062,,Zoladura eta aglomeratuak mantentzea,400000,400000,0
152002,1534,21062,R,Zoladura eta aglomeratuak mantentzea,0,34275.55,34275.52
152002,1534,21701,,Hiri-altzariak onik zaintzea,250000,300000,677.6
152002,1534,21703,,Hiri-altzariak onik zaintzea,91000,91000,44743.32
152002,1534,21703,A,Hiri-altzariak onik zaintzea,0,7443.79,7443.79
152002,1534,21706,,Arrapalak mantentzeko kontratuak,225000,225000,84269.34
152002,1534,21706,A,Arrapalak mantentzeko kontratuak,0,3663.94,3663.94
152002,1534,22111,,Tresnak,40000,40000,26185.67
152002,1534,22710,,Bizikletentzako aparkaleku seguruen kudeaketa,113098.54,113098.54,13605.24
152002,1534,22710,R,Bizikletentzako aparkaleku seguruen kudeaketa,0,74777.11,41614.32
152002,1534,22722,,Komun publikoak mantentzeko kontratua,115000,115000,63207.92
152002,1534,22722,R,Komun publikoak mantentzeko kontratua,0,4593.33,4593.33
152002,1641,22111,,Tresnak,15000,15000,17323.29
152002,1641,22140,,Hilerrietako berariazko gastuak,115000,115000,141974.37
152002,1641,22140,R,Hilerrietako berariazko gastuak,0,6639.51,0
152002,1641,22715,,Hondakinen gaikako bilketa,8000,8000,2849.42
152002,1641,60105,,Hobiak eta panteoiak egitea,700000,700000,0
152002,1641,60105,R,Hobiak eta panteoiak egitea,0,197.43,197.43
152002,1641,60107,,Hilerrietako lanak,0,0,0
152002,1641,60107,A,Hilerrietako lanak,0,14282.74,2097.34
152002,1641,60107,R,Hilerrietako lanak,0,414222.05,131938.08
152002,1641,62313,,Hilerrietarako makineria erostea,200000,200000,0
152002,1651,21006,,Berehala jarduteko taldeak (argiteria),416000,416000,0
152002,1651,22101,,Espazio publikorako eta ingurune naturalerako energia elektrikoa hornitzea,6000000,6000000,1681392.93
152002,1651,22101,R,Espazio publikorako eta ingurune naturalerako energia elektrikoa hornitzea,0,3031786.38,1423080.1
152002,1651,22130,,Argiteria publikoaren mantentze orokorra,375000,375000,196055.25
152002,1651,22130,R,Argiteria publikoaren mantentze orokorra,0,13260,7260
152002,1651,22704,,Umbra light festival,76000,76000,0
152002,1651,60115,,Kaleko argiteria hobetzea,900000,900000,0
152002,1651,60115,A,Kaleko argiteria hobetzea,0,2829.79,0
152002,1651,60115,R,Kaleko argiteria hobetzea,0,283360.7,280675.77
152002,1711,64522,,Superetxadiak,225000,225000,0
152002,2381,60607,,Genero-ikuspegia kaleko argiterian,75000,75000,0
152002,2381,60607,R,Genero-ikuspegia kaleko argiterian,0,75000,44046.95
152002,4332,48105,A,Hitzarmena: Idarte,0,5000,0
152002,4411,21705,,Autobus elektrikoak mantentzea,181500,181500,180443.62
152002,4411,47122,,"AFA eta Parke teknologikoarekiko hitzarmena, bidaiarien garraiorako",35000,35000,0
152002,4411,71006,,Salburuko tranbiaren amaierako ziurtagiria,0,165698.68,165698.68
152002,4411,71007,,Zabalganeko tranbia,100000,100000,0
152002,4412,77000,R,Taxi elektrikoak erosteko dirulaguntza,0,30000,30000
152002,9210,60206,,"EU-Harresiko begiratokia (PSTD, II. fasea)",0,13802.65,0
152002,9210,60206,R,"EU-Harresiko begiratokia (PSTD, II. fasea)",0,75000,0
152005,4411,69200,A,BEI-BEA ezartzea,0,151757.02,0
152007,1711,12000,,Funtzionarioen oinarrizko ordainsariak,896257.24,896257.24,546634.13
152007,1711,12100,,Funtzionarioen ordainsari osagarriak,1241610,1241610,850110.15
152007,1711,14100,,Bestelako langileak,227106,227106,146247.72
152007,1711,16000,,"Gizarte Segurantza, enpresaren kontura",897446,897446,622213.14
152007,1711,16500,,"Elkarkidetzako kuotak, Udalaren kontura",32211,32211,20515.3
152007,1711,20200,,Makineria eta instalazioak alokatzea,135000,165000,38477.17
152007,1711,20200,R,Makineria eta instalazioak alokatzea,0,22499.93,10591.97
152007,1711,21014,,Txorkoak,280000,280000,164732.12
152007,1711,21014,R,Txorkoak,0,32946.42,32946.42
152007,1711,21015,A,Mintegiaren behin-behineko lekualdaketa,0,190.67,0
152007,1711,21016,,Landareak erostea,65000,100000,35623.11
152007,1711,21071,,Berdegune publikoak udal onik zaintzea,300000,300000,79797
152007,1711,21072,,Lorazainak kontserbatzea,8000,8000,499.38
152007,1711,21200,,Makineria eta instalazioak onik zaintzea,80000,80000,30093.16
152007,1711,21704,,Udal instalazioak irekitzeko eta ixteko kontratua,25000,25000,20842.07
152007,1711,21704,R,Udal instalazioak irekitzeko eta ixteko kontratua,0,1242.37,1242.37
152007,1711,22111,,Tresnak,30000,30000,19132.89
152007,1711,22711,,Berdeguneak onik zaintzea,4332517.82,4992226.43,3659230.79
152007,1711,22711,R,Berdeguneak onik zaintzea,0,7966.63,0
152007,1711,22712,,Europa jauregiaren fatxadaren kontserbazioa,35000,0,0
152007,1711,22716,,Zuhaiztiaren Kudeaketa Plana,50000,0,0
152007,1711,22740,,Erdi Aroko etxarteak onik zaintzea,30000,0,0
152007,1711,60101,R,EU-Maria Sarmiento plaza eraberritzea eta Lakuako aparkalekua hobetzea,0,919404.59,519532.94
152007,1711,60196,,"Zuhaitzak kudeatzeko plana, auzoak",300000,300000,0
152007,1711,60196,A,"Zuhaitzak kudeatzeko plana, auzoak",0,146939.8,111172.53
152007,1711,60196,R,"Zuhaitzak kudeatzeko plana, auzoak",0,300924.71,64478.31
152007,1711,60197,,Auzoko azpiegitura berdea,75000,75000,0
152007,1711,60197,A,Auzoko azpiegitura berdea,0,7588.33,0
152007,1711,60197,R,Auzoko azpiegitura berdea,0,72050.88,72034.94
152007,1711,60199,,Eu-martin ttipia emparantzaren berriztea,0,99715.92,0
152007,1711,60199,A,Eu-martin ttipia emparantzaren berriztea,0,539800,0
152007,1711,60199,R,Eu-martin ttipia emparantzaren berriztea,0,459454.72,0
152007,1711,64304,,"Ordainsariak, azterlanak eta proiektuak",40000,40000,2790
152007,1711,64304,R,"Ordainsariak, azterlanak eta proiektuak",0,48853.75,0
152007,1711,69906,,Udal haztegia,140000,140000,0
152007,1711,69906,R,Udal haztegia,0,9789.99,2937
152007,2381,60609,,Auzoko azpiegitura berdea genero-ikuspegiarekin,75000,75000,0
152007,2381,60609,R,Auzoko azpiegitura berdea genero-ikuspegiarekin,0,48974.92,0
1521,1331,61108,,Eu-inbertsioak trafikoaren eta udal-aparkalekuen kudeaketan,0,0,0
1522,4413,12000,,Funtzionarioen oinarrizko ordainsariak,162770.51,162770.51,103712.58
1522,4413,12100,,Funtzionarioen ordainsari osagarriak,240748,240748,166612.04
1522,4413,14100,,Bestelako langileak,124609,124609,110032.96
1522,4413,16000,,"Gizarte Segurantza, enpresaren kontura",165915,165915,126491.1
1522,4413,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9309,9309,6601.49
1522,4413,21105,,Autobus-geltokia onik zaindu eta mantentzea,75000,75000,5915.58
1522,4413,21105,R,Autobus-geltokia onik zaindu eta mantentzea,0,7804.5,3225
1522,4413,22101,,"Energia elektrikoaren hornikuntza, autobus-geltokia",72000,72000,21812.27
1522,4413,22102,,"Ur-hornidura eta hondar-urak araztea, autobus-geltokia",20000,20000,0
1522,4413,22104,,Autobus geltokiaren energia-eraginkortasuna,108000,108000,3146.4
1522,4413,22734,,Autobus-geltokiko segurtasuna,80000,96000,24610.36
1522,4413,22734,R,Autobus-geltokiko segurtasuna,0,9894.15,5235
1522,4413,22783,,"Garbiketa-zerbitzuaren kontratua, autobus-geltokia",206000,206000,28304.18
1522,4413,22783,A,"Garbiketa-zerbitzuaren kontratua, autobus-geltokia",0,11384.44,0
1522,4413,22783,R,"Garbiketa-zerbitzuaren kontratua, autobus-geltokia",0,120576.26,28304.18
1522,4413,62953,,Autobus geltokiko ekipoetarako inbertsioak,50000,84000,0
1522,4413,62953,R,Autobus geltokiko ekipoetarako inbertsioak,0,8279.34,6842.43
1523,1741,60130,,Landako mugikortasunaren konexioak hobetxea,20000,20000,0
1523,1741,60150,,Herrietako obrak,150000,218000,37.7
1523,1741,60150,R,Herrietako obrak,0,49811.02,0
1523,1741,60700,,Nekazaritza Eremuko paisaia hobetzea,35000,35000,0
1523,1741,72201,,Hitzarmena:  Argandoñako obrak,172000,172000,172000
1523,1741,72202,,Hitzarmena:  Mendiolako obrak,68000,0,0
1523,1741,73401,A,Foru Planeko obren kofinantzaketa,0,100000,0
1523,1741,73402,R,,0,14926.56,0
1523,1742,22700,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,1450000,1450000,679824.94
1523,1743,21000,,Azpiegiturak eta ondasun naturalak,80000,80000,41782.69
1523,1743,21902,,"Baso-bide, landaketak eta naturguneak mantentzea",100000,100000,24623.23
1523,1743,21911,,Herrietako lorategiak onik zaintzea,350000,350000,235576.48
1523,1743,22111,,Tresnak,19000,19000,2746.38
1523,1743,22145,,Eremu hondatuak lehengoratzea,30000,30000,16943.69
1523,1743,22701,,Landa eremuko azterlanak eta proiektuak,20000,20000,4114
1523,1743,72000,,"AFA, lursailen arteko bideak egitea",100000,100000,0
1523,1743,72000,R,"AFA, lursailen arteko bideak egitea",0,100000,98808.52
1523,1749,12000,,Funtzionarioen oinarrizko ordainsariak,143306.05,143306.05,93631.18
1523,1749,12100,,Funtzionarioen ordainsari osagarriak,209249,209249,165608.5
1523,1749,13000,,Lan-kontratudun langile finkoen ordainsariak,137931,137931,96450.96
1523,1749,16000,,"Gizarte Segurantza, enpresaren kontura",143505,143505,111487.71
1523,1749,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7658,7658,6081.56
1523,1749,48112,,Hitzarmena: Kontzejuen elkartea,115000,115000,92000
1523,1749,48112,R,Hitzarmena: Kontzejuen elkartea,0,23000,23000
1523,1749,78919,,Dirulaguntzak: gizarte zentroak,70000,70000,0
1523,1749,78919,R,Dirulaguntzak: gizarte zentroak,0,60000,34456
1620,1515,61401,,PIIE-BIZAN Zaramaga egokitzea,512000,1072000,0
1620,1515,61401,R,PIIE-BIZAN Zaramaga egokitzea,0,239882.8,0
1620,3421,62296,,Kirol zelaietako inbertsioak,100000,280000,0
1620,3421,62296,A,Kirol zelaietako inbertsioak,0,35769.75,7670.76
1620,3421,62296,R,Kirol zelaietako inbertsioak,0,2314472.54,1059512.88
1620,3422,22148,,Igerilekuak mantentzeko kontratua,1427000,1427000,951301.68
1620,3422,62926,,Igerilekuetako kontratuetako inbertsioak,50000,145000,28992.27
1620,9210,21102,,Txingorraren kalteak konpontzeko gastuak,0,440000,155865.45
1620,9210,21102,R,Txingorraren ondorengo konponketa-gastuak,0,764480.34,528189.02
1620,9211,62204,,Zentro eta lokaletako inbertsioak,600000,600000,89401.58
1620,9211,62205,,Ikastetxeetako obrak,200000,200000,113554.32
1620,9211,62205,R,Ikastetxeetako obrak,0,83117.75,69798.47
1620,9211,62293,,Udal eraikinetako inbertsioak,700000,1050754,40021.5
1620,9211,62293,A,Udal eraikinetako inbertsioak,0,18104.62,14483.7
1620,9211,62293,R,Udal eraikinetako inbertsioak,0,207586.7,183345.62
1620,9211,62303,,Makinak erostea,15000,15000,1548.8
1620,9211,64304,,"Ordainsariak, azterlanak eta proiektuak",10000,10000,6693.29
1620,9212,21100,,Udal eraikinak onik zaintzea,300000,513000,356644.21
1620,9212,21107,,Udal eraikinak mantentzeko konponketa eta hornikuntzak,300000,300000,275087.3
1620,9212,21107,R,Udal eraikinak mantentzeko konponketa eta hornikuntzak,0,83463.63,83346.3
1620,9212,21207,,Ekipoak onik zaindu eta konpontzea,90000,90000,56477.44
1620,9212,22109,,Garbiketa-produktuak,300000,300000,211736.1
1620,9212,22111,,Tresnak,60000,60000,16441.16
1620,9212,22682,,Mantentzeko hornidura txikiak,600000,600000,403542.61
1620,9212,22727,,Instalazioak mantentzeko kontratua,850000,850000,462215.36
1620,9212,22727,R,Instalazioak mantentzeko kontratua,0,1667.39,1006.51
1620,9212,62202,A,EU-El palmeral begiratokiaren zaharberritzea,0,113459.61,43041.94
1620,9212,62204,,Zentro eta lokaletako inbertsioak,0,0,0
1620,9212,62293,,Udal eraikinetako inbertsioak,0,9000,0
1620,9214,22146,,Edukiontzi higienikoetarako kontratua,25000,25000,13767.55
1620,9214,22146,R,Edukiontzi higienikoetarako kontratua,0,1352.25,1155.72
1620,9214,22783,,Garbiketa Ataleko kontratuak,2771500,2771500,1841274.75
1620,9214,22784,,Indesa-ri garbitzeko zerbitzua agintzea,3451500,3526500,2351084.96
1620,9215,21200,,Makinak eta instalazioak onik zaintzea,1575000,1575000,1028859.86
1620,9215,22101,,Udal eraikinetako energia elektrikoa,4669558.65,4669558.65,2973160.46
1620,9215,22101,R,Udal eraikinetako energia elektrikoa,0,359904.27,308734.42
1620,9215,22103,,Energia-eraginkortasunerako kontratua,4920000,4920000,3097434.09
1620,9215,22149,,Gainerako udal eraikinetako gasa,130000,130000,34732.22
1620,9215,22751,,Instalazio elektrikoak mantentzeko kontratua,250000,250000,166175.62
1620,9215,62259,,Instalazio elektrikoetako inbertsio-kontratua,755000,755000,236536.96
1620,9215,62259,R,Instalazio elektrikoetako inbertsio-kontratua,0,5401.44,1037.02
1620,9215,62303,,Energiaren kudeaketarako ekipoak berritzea,546000,546000,364000
1620,9215,62303,A,Energiaren kudeaketarako ekipoak berritzea,0,2762.43,0
1620,9219,12000,,Funtzionarioen oinarrizko ordainsariak,143361.13,143361.13,100650.1
1620,9219,12100,,Funtzionarioen ordainsari osagarriak,178696,178696,142575.04
1620,9219,14100,,Bestelako langileak,101982,101982,92292.27
1620,9219,16000,,"Gizarte Segurantza, enpresaren kontura",124197,124197,98907.48
1620,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8788,8788,8508.55
1630,9219,12000,,Funtzionarioen oinarrizko ordainsariak,3485867.96,3485867.96,2464881.91
1630,9219,12100,,Funtzionarioen ordainsari osagarriak,4367847,4367847,3522172.88
1630,9219,13000,,Lan-kontratudun langile finkoen ordainsariak,0,0,2582.17
1630,9219,14100,,Bestelako langileak,2671402,2671402,1848290.87
1630,9219,16000,,"Gizarte Segurantza, enpresaren kontura",4153991,4153991,3001280.33
1630,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",159212,159212,111473.51
1641,9219,12000,,Funtzionarioen oinarrizko ordainsariak,19764.62,19764.62,15611.37
1641,9219,12100,,Funtzionarioen ordainsari osagarriak,30912,30912,21027.54
1641,9219,14100,,Bestelako langileak,0,0,80.78
1641,9219,16000,,"Gizarte Segurantza, enpresaren kontura",16968,16968,12262.98
1641,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",475,475,0
1642,9219,12000,,Funtzionarioen oinarrizko ordainsariak,106652.93,106652.93,74103.37
1642,9219,12100,,Funtzionarioen ordainsari osagarriak,134288,134288,100544.89
1642,9219,16000,,"Gizarte Segurantza, enpresaren kontura",71130,71130,51369.16
1642,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4073,4073,3199.35
164201,9219,62315,R,"EU-Entzumen-dibertsitate funtzionala duten pertsonentzako alarma (PSTD, II. fasea)",0,126000,0
1643,9219,12000,,Funtzionarioen oinarrizko ordainsariak,56492.93,56492.93,41511.99
1643,9219,12100,,Funtzionarioen ordainsari osagarriak,70312,70312,55528.98
1643,9219,14100,,Bestelako langileak,25487,25487,15951.19
1643,9219,16000,,"Gizarte Segurantza, enpresaren kontura",40980,40980,31143.45
1643,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2715,2715,1939
1644,9219,12000,,Funtzionarioen oinarrizko ordainsariak,1063704.97,1063704.97,733559.97
1644,9219,12100,,Funtzionarioen ordainsari osagarriak,1498638,1498638,1167492.39
1644,9219,13000,,Lan-kontratudun langile finkoen ordainsariak,23483,23483,128.71
1644,9219,14100,,Bestelako langileak,336413,336413,361672.15
1644,9219,16000,,"Gizarte Segurantza, enpresaren kontura",1100804,1100804,878891.02
1644,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",48247,48247,34100.68
1810,3401,11000,,Kabineteko behin-behineko langileen ordainsariak,102466.39,102466.39,60982.33
1810,3401,16000,,"Gizarte Segurantza, enpresaren kontura",15820,15820,13586.47
1810,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1662,1662,0
1815,3401,12000,,Funtzionarioen oinarrizko ordainsariak,226745.43,226745.43,140881.98
1815,3401,12100,,Funtzionarioen ordainsari osagarriak,282220,282220,196705.14
1815,3401,14100,,Bestelako langileak,35930,35930,61384.23
1815,3401,16000,,"Gizarte Segurantza, enpresaren kontura",156655,156655,127880.72
1815,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10028,10028,7000.4
1820,1515,22704,,"Piie - Zaramagako gizarte-, kultura- eta kirol-jarduerak",597965.42,373698.47,126396.14
1820,1515,22704,R,PIEE-Zaramagako herritarren eta kultura eragileen parte-hartzea,0,36859.36,10389.06
1820,3371,12000,,Funtzionarioen oinarrizko ordainsariak,2168658.75,2168658.75,1480203.91
1820,3371,12100,,Funtzionarioen ordainsari osagarriak,3032022,3032022,2342009.69
1820,3371,14100,,Bestelako langileak,1836850,1836850,2326944.16
1820,3371,16000,,"Gizarte Segurantza, enpresaren kontura",2367387,2367387,2076651.7
1820,3371,16500,,"Elkarkidetzako kuotak, Udalaren kontura",89343,89343,68248.16
1820,3371,22115,,Gizarte-etxeetako berariazko material teknikoa,5000,5000,8091.97
1820,3371,22607,,Gizarte-etxeetako kanpainen zabalkundea,5000,5000,1171.59
1820,3371,22618,,Gizarte-etxeetako bestelako funtzionamendu-gastuak,70000,70000,29803.06
1820,3371,22618,R,Gizarte-etxeetako bestelako funtzionamendu-gastuak,0,37236.34,2793.29
1820,3371,22663,,Eguberrietako haur parkea,78069.2,78069.2,0
1820,3371,22697,,Kaleidos.red fundazioko kuota,12020.24,12020.24,12020.24
1820,3371,22732,,Aisia eta denbora libreko zerbitzu-kontratuak,2067626.04,2117626.04,1402013.24
1820,3371,22767,,Zonako lantaldeen programak,75000,75000,24620.19
1820,3371,62505,,Bestelako tresnak,4352.9,4352.9,3363.35
1820,9211,62512,,Gizarte-etxeetako ekipamendu inbertsioak,90000,81000,4636.74
